frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
262,0,0.000,0.98,1,0.00,0.00,0.11,0.19,1.75,0.83,0.59,1.33,2.35,0.82,0.00,0.77,0.00,0.00,0.68,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
263,0,0.000,0.98,1,0.00,0.00,0.00,0.00,1.83,1.11,0.80,1.34,2.29,1.06,0.00,0.64,0.00,0.00,0.79,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
264,0,0.000,0.98,1,0.23,0.40,0.00,0.11,1.60,1.05,0.58,1.39,2.16,0.90,0.00,0.61,0.00,0.00,0.81,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
265,0,0.000,0.93,1,0.53,0.68,0.00,0.22,1.36,1.03,0.31,1.47,2.05,0.69,0.00,0.55,0.00,0.00,0.96,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
266,0,0.000,0.93,1,0.53,0.68,0.07,0.22,1.13,1.29,0.23,1.47,1.73,0.31,0.00,0.33,0.00,0.00,1.23,0.19,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
267,0,0.000,0.93,1,0.31,0.28,0.07,0.11,1.31,1.37,0.19,1.22,1.95,0.45,0.00,0.43,0.00,0.03,0.93,0.61,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
268,0,0.000,0.93,1,0.00,0.00,0.07,0.00,1.40,1.20,0.17,0.90,2.12,0.67,0.00,0.55,0.00,0.03,0.54,1.04,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
269,0,0.000,0.93,1,0.00,0.00,0.01,0.00,1.47,0.74,0.00,0.69,2.48,0.98,0.00,0.80,0.00,0.06,0.00,1.25,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
270,0,0.000,0.93,1,0.00,0.00,0.00,0.24,1.52,0.36,0.00,0.53,1.99,0.65,0.31,1.07,0.61,0.70,0.00,1.38,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
271,0,0.000,0.98,1,0.02,0.00,0.00,0.70,1.58,0.19,0.00,0.37,1.49,0.30,0.76,1.39,1.27,1.41,0.00,1.64,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
272,0,0.000,0.98,1,0.56,0.40,0.08,0.70,1.10,0.00,0.00,0.11,0.69,0.48,0.76,1.94,1.27,1.56,0.00,1.59,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
273,0,0.000,0.88,1,0.56,0.40,0.08,0.46,0.80,0.00,0.00,0.37,0.71,0.74,0.57,1.71,0.98,0.89,0.00,1.04,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
274,0,0.000,0.98,1,0.54,0.40,0.08,0.00,0.72,0.03,0.00,0.65,0.91,1.03,0.18,1.55,0.49,0.18,0.00,0.36,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
275,0,0.000,0.98,1,0.00,0.00,0.00,0.00,1.12,0.03,0.00,1.07,1.50,1.01,0.33,1.10,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
276,0,0.000,0.98,1,0.52,0.22,0.00,0.25,0.85,0.35,0.00,0.72,1.13,0.76,0.21,1.18,0.37,0.00,0.03,0.75,0.11,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
277,0,0.000,0.98,1,0.92,0.48,0.00,0.34,0.41,0.62,0.00,0.43,0.58,0.47,0.15,1.12,0.21,0.00,0.03,1.41,0.11,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
278,0,0.000,0.98,1,1.12,0.65,0.00,0.59,0.00,0.89,0.00,0.00,0.00,0.00,0.00,1.15,0.09,0.17,0.03,2.07,0.17,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
279,0,0.000,0.98,1,0.90,0.43,0.64,0.34,0.00,0.57,0.00,0.68,0.34,0.81,0.52,1.73,0.00,0.74,0.00,1.69,0.05,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
280,0,0.000,0.98,1,0.89,0.17,1.28,0.25,0.00,0.27,0.00,1.38,0.70,1.54,1.13,2.47,0.00,1.41,0.00,1.41,0.05,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
281,0,0.000,0.98,1,0.96,0.00,1.77,0.00,0.00,0.00,0.00,2.04,1.06,2.21,1.63,3.11,0.00,1.74,0.00,0.99,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
282,0,0.000,0.98,1,1.79,0.48,1.13,0.47,0.00,0.10,0.00,1.66,1.14,1.40,1.11,2.38,0.00,1.16,0.76,1.38,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
283,0,0.000,0.98,1,2.38,0.76,0.49,0.79,0.02,0.27,0.00,1.30,1.23,0.90,0.50,1.41,0.00,0.50,1.20,1.14,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
284,0,0.000,0.98,1,3.20,1.23,0.00,1.30,0.02,0.61,0.00,0.93,1.32,0.29,0.00,0.59,0.06,0.00,1.81,1.59,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
285,0,0.000,0.98,1,2.41,0.76,0.09,0.83,0.02,0.52,0.00,0.64,1.00,0.29,0.49,1.07,0.06,0.00,1.06,0.83,0.30,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
286,0,0.000,0.93,1,1.79,0.47,0.18,0.51,0.01,0.36,0.00,0.29,0.66,0.05,0.80,1.42,0.06,0.00,0.61,0.70,0.53,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
287,0,0.000,0.98,1,1.15,0.00,0.27,0.00,0.00,0.01,0.00,0.00,0.35,0.00,1.20,1.76,0.00,0.00,0.00,0.00,0.89,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
288,0,0.000,0.98,1,1.13,0.17,0.18,0.00,0.39,0.20,0.00,0.56,1.23,0.59,0.71,1.12,0.00,0.00,0.63,0.26,0.59,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
289,0,0.000,0.98,1,1.07,0.42,0.09,0.00,0.72,0.39,0.00,1.03,2.03,1.12,0.40,0.76,0.00,0.00,1.30,0.61,0.36,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
290,0,0.000,0.98,1,0.93,0.65,0.00,0.00,1.05,0.56,0.00,1.47,2.78,1.71,0.00,0.28,0.00,0.00,2.06,0.96,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
291,0,0.000,0.98,1,0.62,0.48,0.00,0.00,1.23,1.07,0.00,1.05,2.57,1.32,0.00,0.22,0.00,0.00,1.93,0.90,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
292,0,0.000,0.98,1,0.32,0.23,0.00,0.00,1.39,1.69,0.00,0.59,2.35,0.85,0.00,0.11,0.00,0.00,1.93,0.83,0.03,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
293,0,0.000,0.93,1,0.00,0.00,0.00,0.00,1.65,2.40,0.00,0.16,2.23,0.39,0.00,0.06,0.00,0.00,1.73,0.65,0.03,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
294,0,0.000,0.98,1,0.13,0.00,0.28,0.00,1.68,2.36,0.00,0.45,2.12,0.86,0.00,0.51,0.08,0.00,1.74,1.60,0.03,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
295,0,0.000,0.98,1,0.32,0.00,0.52,0.00,1.81,2.16,0.00,0.88,2.15,1.40,0.06,0.86,0.26,0.00,1.61,2.32,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
296,0,0.000,0.98,1,0.48,0.00,0.75,0.00,1.89,1.91,0.00,1.34,2.08,2.02,0.06,1.33,0.48,0.00,1.55,3.13,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
297,0,0.000,0.98,1,1.31,0.85,0.83,0.00,1.65,1.61,0.00,1.27,2.05,1.53,0.25,1.11,0.59,0.00,1.37,2.35,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
298,0,0.000,0.93,1,1.17,0.85,0.91,0.00,1.57,1.28,0.00,1.37,2.21,1.56,0.43,1.35,0.81,0.00,1.01,1.78,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
299,0,0.000,0.98,1,1.10,0.94,0.94,0.00,1.37,1.02,0.00,1.39,2.43,1.36,0.68,1.41,1.03,0.00,0.62,1.11,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
300,0,0.000,0.98,1,0.25,0.08,0.79,0.00,1.42,1.18,0.00,1.38,2.38,1.38,0.55,1.43,0.84,0.00,0.90,1.71,0.16,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
301,0,0.000,0.98,1,0.30,0.08,0.70,0.00,1.35,1.40,0.00,1.35,2.12,1.09,0.44,1.12,0.45,0.00,1.31,2.06,0.28,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
302,0,0.000,0.98,1,0.30,0.00,0.75,0.00,1.25,1.26,0.00,1.30,1.83,0.76,0.20,0.73,0.00,0.00,1.53,2.18,0.42,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00
303,0,0.000,0.98,1,0.92,0.17,0.65,0.27,0.84,0.73,0.00,1.52,1.78,1.19,0.73,1.18,0.01,0.30,1.14,1.96,0.55,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
304,0,0.000,0.93,1,1.07,0.26,0.93,0.31,0.90,0.83,0.00,1.19,1.25,1.15,0.60,1.48,0.41,0.34,0.87,2.45,0.43,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00
305,0,0.000,0.98,1,1.34,0.42,1.09,0.31,1.03,1.14,0.00,0.85,0.80,1.33,0.60,1.75,0.86,0.42,1.00,3.33,0.29,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00
306,0,0.000,0.98,1,1.10,0.61,1.35,0.14,1.44,1.49,0.00,0.34,0.40,1.02,0.00,1.64,1.15,0.24,1.15,3.97,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00
307,0,0.000,0.98,1,1.97,1.66,0.82,0.48,1.04,1.41,0.00,0.38,0.54,0.82,0.00,1.40,1.07,0.20,0.83,2.81,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00
308,0,0.000,0.93,1,2.62,2.85,0.36,0.98,0.76,1.05,0.00,0.41,0.78,1.05,0.00,1.35,0.72,0.26,0.45,2.47,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00
309,0,0.000,0.98,1,3.18,4.01,0.00,1.57,0.56,0.87,0.00,0.34,1.02,1.19,0.00,1.33,0.63,0.36,0.09,2.20,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00
310,0,0.000,0.98,1,3.11,3.65,0.00,1.38,0.77,0.52,0.00,0.13,1.02,2.16,0.00,1.22,0.55,0.60,0.69,2.87,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00
311,0,0.000,0.98,1,3.12,2.95,0.01,0.95,0.90,0.70,0.00,0.05,0.91,2.64,0.00,1.28,0.93,0.47,0.97,2.61,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00
312,0,0.000,0.98,1,3.12,2.11,0.07,0.26,0.99,0.75,0.00,0.05,0.74,3.26,0.00,1.00,1.07,0.26,0.99,2.31,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00
313,0,0.000,0.88,1,2.98,2.00,0.07,0.07,1.03,0.64,0.00,0.05,1.04,2.20,0.00,0.75,1.00,0.04,0.96,2.18,0.19,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00
314,0,0.000,0.88,1,3.04,2.04,0.06,0.00,1.14,0.51,0.00,0.00,1.26,1.25,0.20,0.33,0.75,0.02,1.05,2.02,0.23,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
315,0,0.000,0.88,1,3.13,2.08,0.00,0.00,1.34,0.38,0.00,0.00,1.61,0.26,0.20,0.10,0.76,0.02,1.45,1.79,0.23,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
316,0,0.000,0.88,1,2.24,1.43,0.00,0.00,0.98,0.33,0.00,0.00,1.07,0.26,0.20,0.10,0.60,0.00,0.89,1.15,0.03,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
317,0,0.000,0.03,0,1.13,0.72,0.00,0.00,0.51,0.09,0.00,0.00,0.54,0.08,0.00,0.07,0.37,0.00,0.43,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
318,0,0.000,0.03,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
319,0,0.000,0.03,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
320,0,0.000,0.03,0,0.00,0.00,0.47,0.32,0.57,0.35,0.00,0.56,0.75,0.48,0.09,1.13,0.00,0.95,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
321,0,0.000,0.93,1,0.00,0.00,0.95,0.61,1.16,0.68,0.00,1.03,1.48,0.96,0.24,2.31,0.04,1.90,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
322,0,0.000,0.88,1,0.23,0.23,1.01,0.70,1.16,0.89,0.00,1.19,1.54,0.96,0.24,2.31,0.05,1.90,0.24,1.15,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
323,0,0.000,0.98,1,0.43,0.45,0.66,0.45,0.59,0.85,0.00,0.92,0.84,0.49,0.15,1.21,0.11,0.95,0.67,2.23,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
324,0,0.000,0.93,1,0.71,0.73,0.24,0.29,0.00,0.78,0.00,0.86,0.20,0.00,0.00,0.08,0.10,0.03,1.04,3.55,0.05,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
325,0,0.000,0.98,1,0.48,0.50,0.17,0.19,0.62,0.59,0.32,1.28,1.11,0.68,0.00,0.74,0.10,0.51,0.85,2.70,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00
326,0,0.000,0.98,1,0.27,0.34,0.06,0.13,1.23,0.29,0.60,1.59,2.04,1.46,0.00,1.34,0.04,1.04,0.51,1.59,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00
327,0,0.000,0.98,1,0.00,0.05,0.01,0.00,1.90,0.34,0.84,1.67,2.92,2.03,0.00,1.95,0.00,1.33,0.61,0.23,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
328,0,0.000,0.98,1,0.41,0.66,0.00,0.00,1.75,0.73,0.69,1.56,2.60,1.49,0.15,2.00,0.00,0.85,0.55,0.12,0.04,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
329,0,0.000,0.98,1,0.85,1.09,0.00,0.00,1.66,1.27,0.58,1.46,2.30,0.96,0.18,2.07,0.00,0.32,0.46,0.00,0.07,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
330,0,0.000,0.98,1,1.28,1.57,0.00,0.00,1.51,1.52,0.50,1.37,2.00,0.57,0.29,2.09,0.00,0.00,0.00,0.00,0.07,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
331,0,0.000,0.98,1,0.97,0.96,0.61,0.00,2.08,1.91,0.34,2.10,2.53,0.88,0.74,2.86,0.47,0.85,0.71,0.65,0.03,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
332,0,0.000,0.88,1,0.77,0.48,1.29,0.00,2.52,2.24,0.24,2.70,3.00,0.85,1.21,3.56,0.85,1.65,1.52,1.19,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
333,0,0.000,0.98,1,0.59,0.00,2.04,0.00,2.98,2.52,0.16,3.34,3.47,0.97,1.59,4.28,1.23,2.44,2.28,1.72,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
334,0,0.000,0.98,1,0.49,0.00,2.50,0.00,2.62,1.71,0.16,2.84,3.40,1.35,0.99,3.29,0.76,1.88,1.57,1.71,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
335,0,0.000,0.98,1,0.25,0.10,3.12,0.00,2.43,0.87,0.08,2.42,3.38,1.86,0.48,2.28,0.38,1.44,0.77,1.62,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00
336,0,0.000,0.98,1,0.00,0.40,3.16,0.00,1.96,0.04,0.00,2.21,3.31,2.63,0.21,1.42,0.00,1.08,0.00,1.61,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00
337,0,0.000,0.98,1,1.67,0.85,2.09,0.00,1.58,1.18,0.00,1.76,2.27,1.98,0.82,2.14,0.72,0.79,0.01,1.67,0.23,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00
338,0,0.000,0.88,1,3.33,1.57,0.79,0.00,1.10,2.16,0.09,1.45,1.29,1.47,1.31,2.86,1.20,0.42,0.01,1.78,0.59,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00
339,0,0.000,0.98,1,5.00,2.14,0.06,0.00,0.94,3.23,0.20,1.00,0.49,0.65,1.75,3.46,1.58,0.00,0.01,1.71,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
340,0,0.000,0.93,1,3.33,1.69,0.17,0.03,0.70,2.09,0.23,1.19,0.63,1.00,1.57,2.69,1.01,0.47,0.00,1.05,0.95,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00
341,0,0.000,0.98,1,1.77,0.88,0.17,0.11,0.61,1.07,0.20,1.47,0.75,1.27,1.65,2.23,0.61,0.71,0.00,0.66,0.76,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
342,0,0.000,0.98,1,0.33,0.00,0.11,0.25,0.41,0.00,0.12,1.79,0.78,1.54,1.58,1.74,0.35,0.82,0.00,0.36,0.72,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
343,0,0.000,0.98,1,0.33,0.00,0.00,0.23,1.42,0.73,0.09,1.70,1.56,1.53,1.15,1.46,0.41,0.35,0.21,0.32,0.54,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
344,0,0.000,0.98,1,0.23,0.00,0.00,0.14,2.35,1.44,0.02,1.47,2.27,1.65,0.58,1.04,0.73,0.11,0.43,0.16,0.37,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00
345,0,0.000,0.98,1,0.00,0.00,0.00,0.00,3.34,2.15,0.00,1.22,2.95,1.71,0.00,0.67,1.05,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
346,0,0.000,0.98,1,0.20,0.22,0.00,0.00,3.13,1.48,0.00,1.35,2.82,1.96,0.00,0.51,0.83,0.00,0.78,0.21,0.52,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
347,0,0.000,0.93,1,0.44,0.46,0.00,0.00,2.82,0.85,0.00,1.33,2.71,1.94,0.00,0.26,0.44,0.00,0.71,0.21,1.11,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
348,0,0.000,0.93,1,0.94,0.88,0.00,0.00,2.52,0.41,0.00,1.36,2.63,1.96,0.00,0.02,0.00,0.00,0.93,0.48,1.69,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
349,0,0.000,0.93,1,0.73,0.66,0.00,0.00,2.18,0.98,0.00,1.41,2.78,1.59,0.00,0.05,0.00,0.00,1.19,0.69,1.36,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
350,0,0.000,0.98,1,0.49,0.42,0.00,0.00,1.88,1.69,0.00,1.50,2.89,1.39,0.00,0.10,0.00,0.00,1.67,1.20,0.95,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
